Nome,Dimensione,Tempo(s),Memoria(MiB),Err,NNZ,Cond
3apache2.mat,715176,130.007239818573,9717.453125,1.1109497801355622e-11,4817870,N/A
1ex15.mat,6867,0.017784833908081055,0.0,1.2039507062705946e-06,98671,N/A
4G3_circuit.mat,1585478,98.25146722793579,7488.91015625,8.747442935467438e-13,7660826,N/A
2shallow_water1.mat,81920,0.527508020401001,97.99609375,2.5428643937503307e-16,327680,N/A
