Nome,Memoria
1ex15.mat_win,"[109.546875, 109.546875, 109.546875, 109.63671875, 109.89453125, 110.04296875, 110.22265625, 110.22265625, 110.22265625, 110.22265625, 110.22265625, 110.28515625, 110.34765625, 110.34765625, 110.41015625, 110.47265625, 110.53515625, 110.53515625, 110.5625, 110.56640625, 110.56640625, 110.56640625, 110.56640625, 110.56640625, 110.5703125, 110.57421875, 110.57421875, 110.578125, 110.58203125, 110.5859375, 110.58984375, 110.59375, 110.59765625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.66015625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 110.6640625, 109.94140625, 109.546875, 109.546875, 109.546875, 109.546875, 109.546875, 109.546875, 109.546875, 109.546875, 109.546875, 109.546875, 109.546875, 109.58203125, 109.82421875, 110.19921875, 110.51171875, 110.75, 110.80078125, 110.84765625, 111.08984375, 111.46484375, 111.71484375, 111.90625, 111.91015625, 111.921875, 111.9375, 111.9453125, 111.95703125, 111.97265625, 111.984375, 111.98828125, 112.01171875, 112.03125, 112.04296875, 112.0546875, 112.0703125, 112.08984375, 112.1640625, 112.171875, 112.1796875, 112.1875, 112.1953125, 112.203125, 112.21484375, 112.22265625, 112.234375, 112.3046875, 112.31640625, 112.3203125, 112.32421875, 112.3359375, 112.40234375, 112.41015625, 112.4140625, 112.484375, 112.48828125, 112.49609375, 112.5, 112.5, 112.5078125, 112.51171875, 112.51953125, 112.58203125, 112.5859375, 112.6484375, 112.65234375, 112.65234375, 112.65625, 112.65625, 112.66015625, 112.66015625, 112.6640625, 112.6640625, 112.671875, 112.671875, 112.671875, 112.734375, 112.859375, 112.859375, 112.859375, 112.859375, 112.859375, 112.859375, 112.859375, 112.859375, 112.859375, 112.921875, 112.921875, 112.921875, 112.984375, 112.984375, 112.984375, 112.984375, 112.984375, 113.046875, 113.046875, 113.046875, 113.046875, 113.046875, 113.046875, 113.109375, 113.109375, 113.171875, 113.171875, 113.171875, 113.171875, 113.171875, 113.171875, 113.171875, 113.171875, 113.234375, 113.234375, 113.234375, 113.234375, 113.234375, 113.296875, 113.296875, 113.296875, 113.296875, 113.296875, 113.296875, 113.359375, 113.359375, 113.359375, 113.359375, 113.421875, 113.484375, 113.546875, 113.546875, 113.609375, 113.609375, 113.609375, 113.609375, 113.609375, 113.609375, 113.609375, 113.609375, 113.671875, 113.671875, 113.734375, 113.734375, 113.734375, 113.734375, 113.734375, 113.734375, 113.734375, 113.734375, 113.796875, 113.859375, 113.86328125, 113.86328125, 113.93359375, 113.94140625, 113.9453125, 113.94921875, 113.953125, 113.9609375, 114.03125, 114.03515625, 114.04296875, 114.046875, 114.109375, 114.109375, 114.109375, 114.109375, 114.109375, 114.109375, 114.234375, 114.234375, 114.234375, 114.234375, 114.234375, 114.234375, 114.296875, 114.296875, 114.359375, 114.359375, 114.421875, 114.421875, 114.421875, 114.421875, 114.421875, 114.421875, 114.421875, 114.421875, 114.484375, 114.484375, 114.609375, 114.609375, 114.609375, 114.609375, 114.609375, 114.609375, 114.609375, 114.609375, 114.609375, 114.671875, 114.671875, 114.734375, 114.734375, 114.796875, 114.796875, 114.796875, 114.796875, 114.796875, 114.796875, 114.859375, 114.921875, 114.921875, 114.921875, 114.921875, 114.984375, 114.984375, 114.984375, 114.984375, 114.984375, 114.984375, 115.046875, 115.046875, 115.046875, 115.046875, 115.046875, 115.046875, 115.109375, 115.109375, 115.109375, 115.17578125, 115.1796875, 115.18359375, 115.1875, 115.25, 115.25390625, 115.2578125, 115.2578125, 115.26171875, 115.265625, 115.26953125, 115.3984375, 115.3984375, 115.40625, 115.40625, 115.41015625, 115.4140625, 115.41796875, 115.41796875, 115.421875, 115.421875, 115.546875, 115.546875, 115.546875, 115.546875, 115.546875, 115.609375, 115.609375, 115.609375, 115.609375, 115.671875, 115.671875, 115.671875, 115.734375, 115.734375, 115.734375, 115.734375, 115.734375, 115.734375, 115.734375, 115.921875, 115.921875, 115.921875, 115.921875, 115.921875, 115.921875, 115.921875, 115.921875, 115.984375, 115.984375, 115.984375, 115.984375, 116.046875, 116.046875, 116.046875, 116.046875, 116.046875, 116.046875, 116.171875, 116.171875, 116.171875, 116.234375, 116.234375, 116.234375, 116.234375, 116.296875, 116.296875, 116.359375, 116.359375, 116.359375, 116.359375, 116.359375, 116.359375, 116.359375, 116.359375, 116.359375, 116.359375, 116.484375, 116.484375, 116.546875, 116.546875, 116.546875, 116.546875, 116.546875, 116.546875, 116.546875, 116.546875, 116.609375, 116.609375, 116.671875, 116.671875, 116.671875, 116.734375, 116.734375, 116.734375, 116.734375, 116.796875, 116.859375, 116.859375, 116.859375, 116.859375, 116.859375, 116.859375, 116.859375, 116.859375, 116.921875, 116.984375, 116.984375, 116.984375, 116.984375, 116.984375, 116.984375, 116.984375, 116.984375, 116.984375, 116.984375, 117.046875, 117.171875, 117.171875, 117.234375, 117.234375, 117.234375, 117.234375, 117.234375, 117.234375, 117.234375, 117.234375, 117.296875, 117.296875, 117.296875, 117.296875, 117.296875, 117.296875, 117.359375, 117.359375, 117.421875, 117.484375, 117.484375, 117.484375, 117.484375, 117.484375, 117.484375, 117.484375, 117.484375, 117.484375, 117.609375, 117.609375, 117.671875, 117.671875, 117.671875, 117.671875, 117.671875, 117.671875, 117.671875, 117.671875, 117.73828125, 117.7421875, 117.75, 117.76171875, 117.76171875, 117.83203125, 117.83984375, 117.84375, 117.8515625, 117.859375, 117.921875, 117.921875, 117.921875, 117.921875, 117.921875, 117.921875, 117.921875, 117.921875, 117.984375, 118.046875, 118.171875, 118.171875, 118.171875, 118.171875, 118.171875, 118.171875, 118.171875, 118.171875, 118.234375, 118.234375, 118.234375, 118.296875, 118.296875, 118.296875, 118.296875, 118.296875, 118.296875, 118.296875, 118.296875, 118.359375, 118.359375, 118.484375, 118.484375, 118.484375, 118.484375, 118.484375, 118.484375, 118.484375, 118.484375, 118.484375, 118.546875, 118.546875, 118.546875, 118.546875, 118.546875, 118.4375, 117.3125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 116.203125, 114.75, 113.21875, 111.99609375, 110.3828125, 109.546875, 109.546875, 109.546875]"
2shallow_water1.mat_win,"[114.6171875, 114.64453125, 153.1015625, 160.9296875, 163.1796875, 174.578125, 177.265625, 179.453125, 190.015625, 196.8203125, 205.875, 208.5, 210.5625, 212.5625, 214.56640625, 215.8203125, 217.1953125, 218.5703125, 220.0859375, 221.2578125, 222.7578125, 223.8828125, 225.0078125, 226.1328125, 226.8828125, 228.1328125, 229.3828125, 230.5078125, 231.9453125, 233.0703125, 234.1953125, 235.3828125, 236.5703125, 237.3828125, 238.6953125, 239.6328125, 240.4453125, 241.3828125, 242.7578125, 243.6953125, 244.6328125, 245.5078125, 246.4453125, 247.3828125, 248.3828125, 114.5859375]"
