Nome;Dimensione;Tempo(s);Memoria(Kb);Errore relativo;NNZ;Cond
1ex15.mat;6867;0.11377;1370912;6.1872e-07;98671
2shallow_water1.mat;81920;0.12188;5576928;2.3737e-16;327680
3apache2.mat;715176;4.457;12372736;4.3975e-11;4817870
4G3_circuit.mat;1585478;5.805;15311552;3.5789e-12;7660826
5cfd1.mat;70656;0.68856;569936;9.0006e-14;1825580
6cfd2.mat;123440;1.5278;942576;3.6644e-13;3085406
